password,game
milky,"('crwth', 'kufis', 'loamy', 'porta', 'yield', 'linky')"
mince,"('abaya', 'clump', 'cerne', 'wootz', 'nixes', 'niece')"
mince,"('sooks', 'clamp', 'cutie', 'aghas', 'cider', 'niece')"
mince,"('foots', 'champ', 'nudie', 'xylyl', 'niger', 'niece')"
miner,"('bluff', 'evens', 'nadir', 'whoop', 'nitry', 'nicer')"
miner,"('fluff', 'rojis', 'nazir', 'hooky', 'nitry', 'niger')"
miner,"('cocky', 'eevns', 'nazir', 'bluff', 'eigne', 'niter')"
minor,"('gyppy', 'rhumb', 'nazir', 'sepad', 'nitre', 'nidor')"
minor,"('skyfs', 'rhumb', 'nazir', 'waugh', 'nitre', 'nidor')"
minor,"('hulks', 'regie', 'nazir', 'hakas', 'nitry', 'nidor')"
minty,"('cluck', 'trone', 'tawny', 'scald', 'tians', 'nitty')"
minty,"('chowk', 'trump', 'teeny', 'lacks', 'tians', 'nifty')"
minty,"('elope', 'iring', 'thymy', 'kudzu', 'tians', 'nifty')"
minus,"('hyphy', 'stond', 'nelis', 'heare', 'signa', 'nisus')"
minus,"('crypt', 'swang', 'nelis', 'lawed', 'sixmo', 'nisus')"
minus,"('glyph', 'ureic', 'nazis', 'argol', 'sixmo', 'nidus')"
miser,"('thoft', 'spurs', 'eyrir', 'chott', 'sigma', 'siker')"
miser,"('chuck', 'exome', 'eyrir', 'gabby', 'sigma', 'sider')"
miser,"('thunk', 'radii', 'eyrir', 'bongo', 'sixmo', 'sizer')"
modal,"('niffs', 'apple', 'argol', 'chuck', 'doomy', 'dotal')"
modal,"('fishy', 'argle', 'apiol', 'neeze', 'doums', 'dotal')"
modal,"('cubeb', 'anyon', 'apiol', 'birks', 'dorms', 'dotal')"
model,"('kacha', 'ergot', 'eusol', 'girns', 'doily', 'dowel')"
model,"('parka', 'exeme', 'eusol', 'wiggy', 'doily', 'dowel')"
model,"('pight', 'exuls', 'enrol', 'babka', 'doomy', 'dowel')"
molar,"('tenth', 'accoy', 'ardor', 'quipu', 'rooms', 'lobar')"
molar,"('deked', 'oxims', 'actor', 'syncs', 'loury', 'lobar')"
molar,"('cwtch', 'anura', 'livor', 'kedge', 'rooms', 'lobar')"
moldy,"('cwtch', 'duple', 'daily', 'rawns', 'dooms', 'lordy')"
moldy,"('pakka', 'oculi', 'onely', 'twaes', 'yowls', 'lordy')"
moldy,"('phpht', 'ovoli', 'decoy', 'ceria', 'loams', 'lordy')"
moral,"('weepy', 'anima', 'aldol', 'dunce', 'rouls', 'rotal')"
moral,"('pecke', 'azury', 'aldol', 'gypsy', 'roils', 'rotal')"
moral,"('snick', 'afara', 'aldol', 'puppy', 'rowme', 'rotal')"
motel,"('qajaq', 'lists', 'enrol', 'bucku', 'lofty', 'towel')"
motel,"('nanna', 'thump', 'triol', 'kuris', 'tooms', 'towel')"
motel,"('fuffy', 'evhoe', 'taxol', 'rigid', 'tooms', 'towel')"
mover,"('qajaq', 'elbow', 'ephor', 'nuddy', 'rooms', 'voter')"
mover,"('biddy', 'ennog', 'valor', 'finks', 'roums', 'voter')"
mover,"('hubby', 'endow', 'vigor', 'daunt', 'voars', 'voter')"
movie,"('pupus', 'objet', 'vehme', 'franc', 'voxel', 'vogie')"
movie,"('turrs', 'oaken', 'vehme', 'sunks', 'voled', 'vogie')"
movie,"('blabs', 'owner', 'vehme', 'fuzzy', 'voted', 'vogie')"
mower,"('gadid', 'enure', 'ephor', 'xylyl', 'rooms', 'wooer')"
mower,"('kicky', 'ennog', 'error', 'hadal', 'roums', 'wooer')"
mower,"('kitul', 'enemy', 'ephor', 'sukhs', 'roams', 'wooer')"
mural,"('xysts', 'appui', 'afoul', 'sekts', 'ruble', 'rugal')"
mural,"('dohyo', 'acers', 'annul', 'bosky', 'rubli', 'rugal')"
mural,"('hikoi', 'acyls', 'awful', 'wootz', 'ruble', 'rugal')"
musty,"('addax', 'trout', 'thymy', 'cliff', 'tulsi', 'suety')"
musty,"('allee', 'sooms', 'swamy', 'iring', 'tulsi', 'suety')"
musty,"('whoof', 'sdayn', 'slimy', 'blini', 'turme', 'suety')"
nasty,"('dubbo', 'scram', 'shiny', 'jiber', 'tawse', 'salty')"
nasty,"('loped', 'avise', 'agony', 'erugo', 'taunt', 'salty')"
nasty,"('creek', 'apayd', 'towsy', 'jugum', 'taint', 'salty')"
nerdy,"('bobol', 'ethne', 'dicey', 'jugum', 'reens', 'ready')"
nerdy,"('pluff', 'rotes', 'dicey', 'casco', 'regna', 'reddy')"
nerdy,"('chick', 'doped', 'every', 'butut', 'yeans', 'reddy')"
nerve,"('bluff', 'rages', 'royne', 'phpht', 'remex', 'reive')"
nerve,"('gibli', 'rawer', 'royne', 'mutch', 'redes', 'reeve')"
nerve,"('chuff', 'romeo', 'ragee', 'xylyl', 'redes', 'reive')"
newly,"('chich', 'luxer', 'looey', 'fribs', 'leans', 'welly')"
newly,"('cohog', 'ydred', 'limey', 'sauts', 'leans', 'wetly')"
newly,"('grump', 'yates', 'wifey', 'tucks', 'leone', 'welly')"
nicer,"('sabal', 'equid', 'choir', 'solas', 'eigne', 'citer')"
nicer,"('flump', 'ratch', 'eyrir', 'lavvy', 'cions', 'cider')"
nicer,"('pygmy', 'clunk', 'chair', 'abaft', 'cions', 'cider')"
noble,"('scars', 'ephod', 'ligne', 'divis', 'bowet', 'boule')"
noble,"('mauds', 'lated', 'opine', 'shirt', 'bores', 'boule')"
noble,"('fixit', 'lazed', 'ohone', 'gyppy', 'lowes', 'boule')"
nosey,"('whiff', 'scans', 'stroy', 'faqir', 'young', 'sooey')"
nosey,"('hutch', 'eking', 'savoy', 'galut', 'sownd', 'sooey')"
nosey,"('graip', 'slant', 'shiny', 'primi', 'sound', 'sooey')"
notch,"('fizzy', 'taxor', 'cheth', 'irids', 'tophs', 'touch')"
notch,"('blaud', 'cysts', 'cheth', 'zaxes', 'hoing', 'torch')"
notch,"('kappa', 'hying', 'cheth', 'klaps', 'colts', 'torch')"
novel,"('bacca', 'emule', 'extol', 'gyppy', 'eorls', 'vowel')"
novel,"('phpht', 'early', 'eusol', 'kibbi', 'lownd', 'voxel')"
novel,"('swits', 'ephor', 'eusol', 'wrast', 'voila', 'vowel')"
nurse,"('dobby', 'sizel', 'shere', 'flitt', 'supra', 'russe')"
nurse,"('mitch', 'sales', 'spore', 'vital', 'sused', 'russe')"
nurse,"('phpht', 'sykes', 'soare', 'kiddo', 'ruing', 'russe')"
nutty,"('foods', 'urine', 'towny', 'jihad', 'yuans', 'tufty')"
nutty,"('bloom', 'teind', 'tawny', 'kippa', 'turns', 'tufty')"
nutty,"('gloop', 'teene', 'twiny', 'raxed', 'tuans', 'tufty')"
orbit,"('cadgy', 'beery', 'impot', 'smaze', 'brats', 'bruit')"
orbit,"('claps', 'ippon', 'blert', 'wheep', 'brats', 'bruit')"
orbit,"('xylyl', 'ippon', 'begot', 'chewy', 'brats', 'bruit')"
order,"('fuffy', 'evert', 'ephor', 'wacks', 'ergon', 'drier')"
order,"('jumps', 'dicot', 'razor', 'shuck', 'ergon', 'dryer')"
order,"('hazan', 'elbow', 'rumor', 'titty', 'ergos', 'dreer')"
outer,"('aging', 'emery', 'ephor', 'gamma', 'eusol', 'tuber')"
outer,"('playa', 'tabun', 'trior', 'sakis', 'eusol', 'tuyer')"
outer,"('gyppy', 'thirl', 'tabor', 'jalap', 'rusts', 'tuner')"
paddy,"('whizz', 'dotal', 'decay', 'moile', 'yaups', 'dandy')"
paddy,"('buchu', 'dropt', 'delay', 'immix', 'yawps', 'dandy')"
paddy,"('hollo', 'ducat', 'deray', 'kibbi', 'yawps', 'dandy')"
paler,"('hooky', 'aggri', 'lunar', 'sonic', 'lamps', 'laxer')"
paler,"('jugum', 'lohan', 'lidar', 'shoji', 'easle', 'lacer')"
paler,"('dinic', 'ewers', 'embar', 'biggy', 'raupo', 'lager')"
palsy,"('gizmo', 'shelf', 'stray', 'nixie', 'yauld', 'lassy')"
palsy,"('nohow', 'skell', 'lumpy', 'bifid', 'satyr', 'lassy')"
palsy,"('recce', 'liman', 'loopy', 'nieve', 'sault', 'lassy')"
panel,"('ducky', 'ahing', 'notal', 'jugum', 'lawns', 'navel')"
panel,"('huffy', 'aband', 'notal', 'sutor', 'nails', 'navel')"
panel,"('scugs', 'ezine', 'nodal', 'disci', 'larnt', 'navel')"
panic,"('woozy', 'cheat', 'iliac', 'vogue', 'camps', 'naric')"
panic,"('busby', 'agone', 'iliac', 'reses', 'natch', 'naric')"
panic,"('umbel', 'notch', 'ileac', 'joeys', 'caups', 'naric')"
parer,"('livid', 'exert', 'embar', 'cocco', 'raspy', 'razer')"
parer,"('woofy', 'rugal', 'embar', 'dolls', 'raird', 'raser')"
parer,"('juicy', 'rotas', 'embar', 'scudi', 'ralph', 'rawer')"
parse,"('widdy', 'soops', 'antre', 'buchu', 'sames', 'rasse')"
parse,"('ghyll', 'somas', 'stupe', 'fifth', 'sakes', 'raise')"
parse,"('botty', 'rugal', 'snipe', 'doubt', 'sames', 'rasse')"
party,"('bluff', 'rheas', 'aggry', 'cocco', 'yaird', 'ratty')"
party,"('commo', 'afara', 'aiery', 'blunk', 'yawps', 'ratty')"
party,"('hinge', 'tumps', 'today', 'imide', 'talpa', 'ratty')"
paste,"('lolog', 'symar', 'anise', 'oribi', 'sabes', 'saute')"
paste,"('groof', 'sixes', 'telae', 'booky', 'samey', 'saute')"
paste,"('cinch', 'syker', 'slope', 'dicky', 'sames', 'saute')"
pasty,"('which', 'subas', 'today', 'ferer', 'samps', 'salty')"
pasty,"('looed', 'amuse', 'tokay', 'vimen', 'tarsi', 'salty')"
pasty,"('infix', 'torso', 'tumpy', 'quiff', 'tawse', 'salty')"
patsy,"('urubu', 'sojas', 'seity', 'biner', 'salps', 'tansy')"
patsy,"('vexed', 'sloth', 'tripy', 'bucku', 'samps', 'tansy')"
patsy,"('bucku', 'somas', 'tripy', 'deeve', 'salts', 'tansy')"
patty,"('dinos', 'tical', 'today', 'rumor', 'taupe', 'tasty')"
patty,"('bussu', 'aliya', 'today', 'budge', 'taupe', 'tarty')"
patty,"('zocco', 'aleye', 'tumpy', 'whiff', 'tarps', 'tanty')"
payer,"('thigh', 'alkyd', 'embar', 'zocco', 'yaups', 'yarer')"
payer,"('ionic', 'asura', 'embar', 'kings', 'ralph', 'yarer')"
payer,"('fifth', 'award', 'embar', 'clock', 'yaups', 'yager')"
pedal,"('hokum', 'ainee', 'artel', 'grown', 'deeps', 'decal')"
pedal,"('yukky', 'erode', 'angel', 'kicks', 'deils', 'decal')"
pedal,"('fouth', 'dimly', 'angel', 'brith', 'lerps', 'decal')"
penal,"('busks', 'agony', 'allel', 'which', 'neele', 'neral')"
penal,"('booms', 'atilt', 'allel', 'kudzu', 'newly', 'neral')"
penal,"('kudzu', 'acing', 'allel', 'mythy', 'aeons', 'neral')"
perch,"('ninon', 'cubeb', 'ralph', 'taiko', 'hemps', 'reech')"
perch,"('snows', 'cubed', 'ralph', 'fixit', 'hempy', 'reach')"
perch,"('kinks', 'roger', 'ralph', 'jouks', 'hempy', 'retch')"
peril,"('hunky', 'immew', 'ratel', 'gnash', 'reels', 'reoil')"
peril,"('jugum', 'lyted', 'incel', 'booth', 'lears', 'reoil')"
peril,"('tabby', 'layed', 'rubel', 'goths', 'lehrs', 'reoil')"
perky,"('stich', 'roneo', 'rumpy', 'quods', 'yeard', 'reeky')"
perky,"('choux', 'kidel', 'emery', 'width', 'reaps', 'reeky')"
perky,"('blini', 'yourt', 'raspy', 'fasci', 'redye', 'reeky')"
pesto,"('canna', 'ouzel', 'torso', 'janny', 'tempi', 'sexto')"
pesto,"('glazy', 'sijos', 'torso', 'chuff', 'tenon', 'sexto')"
pesto,"('amuck', 'endow', 'torso', 'biffy', 'segol', 'sexto')"
petty,"('chaff', 'twier', 'tumpy', 'gobbo', 'yelps', 'tenty')"
petty,"('gazoo', 'yuked', 'tripy', 'salad', 'yelps', 'tenty')"
petty,"('kacha', 'ydred', 'tumpy', 'gobbi', 'yelps', 'testy')"
pilot,"('geese', 'ludic', 'oobit', 'margs', 'limpa', 'lirot')"
pilot,"('feeze', 'icily', 'inapt', 'hudud', 'timps', 'lirot')"
pilot,"('kyack', 'ovolo', 'legit', 'bundu', 'lifts', 'lirot')"
pithy,"('mvule', 'tabid', 'hooty', 'sloom', 'hints', 'tichy')"
pithy,"('bedew', 'yurta', 'hooty', 'cream', 'hints', 'tichy')"
pithy,"('ungod', 'talpa', 'hefty', 'karks', 'timps', 'tichy')"
plaid,"('zooms', 'lumpy', 'ahold', 'gynny', 'ileal', 'alcid')"
plaid,"('gurry', 'dumpy', 'acold', 'grots', 'aleph', 'algid')"
plaid,"('muntu', 'aryls', 'acold', 'ohone', 'ileal', 'algid')"
plain,"('skyfs', 'adult', 'leman', 'yesty', 'ilial', 'aloin')"
plain,"('revue', 'amyls', 'ingan', 'cwtch', 'iliad', 'aloin')"
plain,"('rummy', 'awdls', 'ingan', 'mousy', 'aleph', 'aloin')"
plane,"('kutch', 'abyes', 'neele', 'immix', 'alder', 'alone')"
plane,"('rucks', 'lymph', 'aizle', 'stobs', 'aldea', 'alone')"
plane,"('skyfs', 'luxed', 'novae', 'cotts', 'alter', 'aline')"
plead,"('thymy', 'agues', 'acold', 'bisks', 'albee', 'eliad')"
plead,"('boffo', 'annex', 'lysed', 'crwth', 'elude', 'eliad')"
plead,"('curny', 'asset', 'ahold', 'rosit', 'alapa', 'eliad')"
plier,"('habus', 'exert', 'eyrir', 'cocco', 'eldin', 'iller')"
plier,"('touch', 'ragis', 'eyrir', 'swoon', 'eldin', 'iller')"
plier,"('havoc', 'exuls', 'eyrir', 'yucko', 'elfin', 'iller')"
polar,"('muggy', 'anile', 'ardor', 'cwtch', 'roops', 'lobar')"
polar,"('dummy', 'anele', 'actor', 'whizz', 'loops', 'lobar')"
polar,"('finis', 'ochre', 'ardor', 'skeds', 'roupy', 'lobar')"
porch,"('gummi', 'henry', 'ralph', 'ungag', 'cowps', 'roach')"
porch,"('fizzy', 'resow', 'ralph', 'ungum', 'hoord', 'rotch')"
porch,"('zinky', 'rumor', 'ralph', 'weets', 'howre', 'rotch')"
poser,"('flawy', 'scapi', 'sutor', 'linga', 'roopy', 'sorer')"
poser,"('chynd', 'smurs', 'savor', 'nitid', 'roist', 'soler')"
poser,"('livid', 'sycon', 'sutor', 'witty', 'soars', 'soger')"
posse,"('wicky', 'embog', 'shape', 'admix', 'sorel', 'sonse')"
posse,"('bacca', 'shmek', 'snipe', 'gutty', 'soler', 'sowse')"
posse,"('biffy', 'salon', 'stupe', 'divna', 'sorer', 'sowse')"
power,"('vinyl', 'wharf', 'error', 'butut', 'romps', 'wooer')"
power,"('nimbi', 'waurs', 'error', 'build', 'woopy', 'wooer')"
power,"('zincy', 'embog', 'error', 'halal', 'roups', 'woker')"
preen,"('walla', 'noops', 'enurn', 'mythy', 'ering', 'erven')"
preen,"('thymy', 'roans', 'enurn', 'soils', 'ering', 'erven')"
preen,"('talls', 'rownd', 'enurn', 'fills', 'ering', 'erven')"
pride,"('skyfs', 'rutin', 'revie', 'bocks', 'droil', 'irade')"
pride,"('gynny', 'dules', 'dexie', 'hatch', 'droit', 'irade')"
pride,"('jugum', 'ethic', 'dovie', 'lammy', 'dryer', 'irade')"
pried,"('xylyl', 'runic', 'rabid', 'fugal', 'drops', 'irked')"
pried,"('bobby', 'egers', 'ranid', 'onlay', 'erupt', 'irked')"
pried,"('flyby', 'etude', 'izard', 'bants', 'drops', 'irked')"
prune,"('tolyl', 'raxes', 'umbre', 'alibi', 'urged', 'urine')"
prune,"('blaff', 'nomes', 'revue', 'cwtch', 'urged', 'urine')"
prune,"('tacky', 'rowed', 'revue', 'baccy', 'erhus', 'urine')"
pudgy,"('cwtch', 'demur', 'goldy', 'kabab', 'guids', 'dungy')"
pudgy,"('fowth', 'debud', 'gimpy', 'knack', 'gulps', 'durgy')"
pudgy,"('zorro', 'debye', 'glady', 'civic', 'yumps', 'dungy')"
purse,"('fatwa', 'shiel', 'roque', 'gynny', 'sumps', 'russe')"
purse,"('mythy', 'ricer', 'soare', 'jinni', 'rubel', 'russe')"
purse,"('matai', 'sykes', 'shope', 'comic', 'runed', 'russe')"
putty,"('eaved', 'yokul', 'tripy', 'hamal', 'yumps', 'tufty')"
putty,"('imine', 'toque', 'tripy', 'bibes', 'tulpa', 'tufty')"
putty,"('dench', 'yoops', 'tripy', 'jongs', 'tulpa', 'tufty')"
quail,"('hyphy', 'ictus', 'afoul', 'edged', 'lunar', 'aumil')"
quail,"('gyppy', 'istle', 'annul', 'choof', 'lunar', 'aumil')"
quail,"('crypt', 'ahold', 'uveal', 'shrow', 'lunas', 'aumil')"
quota,"('skyfs', 'avion', 'tegua', 'chick', 'tumor', 'outta')"
quota,"('myrrh', 'uncos', 'tegua', 'kibei', 'auloi', 'outta')"
quota,"('xylyl', 'onium', 'tegua', 'niner', 'tutor', 'outta')"
rabbi,"('sojus', 'apery', 'acari', 'mecks', 'bavin', 'bambi')"
rabbi,"('pulus', 'ixnay', 'acari', 'wowed', 'batik', 'bambi')"
rabbi,"('hunch', 'beers', 'aggri', 'poovy', 'batik', 'bambi')"
racer,"('ovolo', 'entry', 'eskar', 'built', 'cauri', 'caber')"
racer,"('kukus', 'adorn', 'chirr', 'xylyl', 'eagre', 'caver')"
racer,"('foods', 'eject', 'chirr', 'muzzy', 'capri', 'cager')"
radio,"('puffy', 'aware', 'dobro', 'senvy', 'dagos', 'danio')"
radio,"('cwtch', 'alure', 'impro', 'leggy', 'dagos', 'danio')"
radio,"('pushy', 'decry', 'appro', 'shtup', 'daurs', 'danio')"
rally,"('outgo', 'acerb', 'awmry', 'jinni', 'yaars', 'laxly')"
rally,"('bench', 'afara', 'loury', 'wench', 'laird', 'laxly')"
rally,"('binit', 'aggro', 'leery', 'chuck', 'yaars', 'laxly')"
ramen,"('huzzy', 'exeat', 'acorn', 'fuffs', 'mains', 'maven')"
ramen,"('phpht', 'alary', 'acorn', 'biffo', 'nairu', 'maven')"
ramen,"('cocco', 'alang', 'enurn', 'hyphy', 'mains', 'maven')"
ranch,"('dowdy', 'hulas', 'nikah', 'gyppy', 'cache', 'natch')"
ranch,"('xysts', 'copal', 'nikah', 'vivid', 'cache', 'nauch')"
ranch,"('oddly', 'agars', 'nikah', 'pokes', 'cache', 'natch')"
rapid,"('bombo', 'angry', 'plead', 'cwtch', 'daurs', 'pavid')"
rapid,"('cutty', 'dogan', 'plead', 'kooks', 'damps', 'pavid')"
rapid,"('mythy', 'pokal', 'award', 'bubbe', 'pands', 'pavid')"
raspy,"('vivid', 'alkyl', 'popsy', 'mutch', 'sabre', 'sappy')"
raspy,"('undug', 'sokah', 'aiery', 'theic', 'sabra', 'sappy')"
raspy,"('mooch', 'afire', 'antsy', 'kudzu', 'sabra', 'sappy')"
ratty,"('indie', 'tubae', 'today', 'socks', 'taira', 'tasty')"
ratty,"('jocko', 'telae', 'ambry', 'hudud', 'yaars', 'tanty')"
ratty,"('emove', 'afars', 'aggry', 'culch', 'yaird', 'tanty')"
rayon,"('thilk', 'aguna', 'ocean', 'piped', 'yawns', 'yapon')"
rayon,"('fitte', 'aland', 'awarn', 'jugum', 'yaars', 'yapon')"
rayon,"('skugs', 'alarm', 'ocean', 'dudes', 'naira', 'yapon')"
rebar,"('chowk', 'annex', 'aster', 'vivid', 'beery', 'belar')"
rebar,"('civic', 'antra', 'auger', 'hyphy', 'beers', 'belar')"
rebar,"('cocco', 'blues', 'awner', 'fixit', 'beery', 'begar')"
rebus,"('xylyl', 'unket', 'bowrs', 'pippy', 'sehri', 'beaus')"
rebus,"('jamon', 'blist', 'bokes', 'linch', 'beery', 'beaus')"
rebus,"('fitch', 'unked', 'egers', 'ovolo', 'beery', 'beaus')"
rebut,"('xylyl', 'biked', 'upset', 'coifs', 'bento', 'beaut')"
rebut,"('dowdy', 'thief', 'upjet', 'shola', 'belts', 'beaut')"
rebut,"('flick', 'toged', 'unset', 'dowds', 'beery', 'beaut')"
refer,"('zoppo', 'emirs', 'flurr', 'wootz', 'feart', 'feyer')"
refer,"('phpht', 'fibro', 'flurr', 'slobs', 'fears', 'feyer')"
refer,"('cwtch', 'enorm', 'flurr', 'vivid', 'fears', 'feyer')"
refit,"('dadah', 'emure', 'inset', 'zoppo', 'felty', 'fecit')"
refit,"('ghyll', 'ivied', 'fouet', 'sudds', 'tetra', 'fecit')"
refit,"('muggy', 'tozed', 'islet', 'sowms', 'feare', 'fecit')"
regal,"('ohmic', 'azygy', 'appel', 'butut', 'leers', 'genal')"
regal,"('jiffy', 'adult', 'appel', 'chowk', 'leers', 'genal')"
regal,"('cocco', 'apply', 'gibel', 'kudzu', 'lehrs', 'genal')"
rehab,"('glogg', 'acnes', 'exurb', 'pipit', 'beery', 'hejab')"
rehab,"('cliff', 'added', 'exurb', 'moppy', 'beths', 'hejab')"
rehab,"('mongo', 'byded', 'exurb', 'sippy', 'heirs', 'hejab')"
resin,"('flyby', 'smurs', 'sharn', 'facta', 'negro', 'sewin')"
resin,"('fluff', 'spork', 'sharn', 'palay', 'neese', 'sewin')"
resin,"('mucky', 'ivied', 'starn', 'happy', 'negro', 'sewin')"
retch,"('xylyl', 'codec', 'caneh', 'nalas', 'cesti', 'teuch')"
retch,"('bindi', 'cukes', 'cloth', 'flump', 'hefty', 'teach')"
retch,"('jugum', 'cives', 'cloth', 'fauna', 'henry', 'teach')"
retry,"('zimbi', 'tolyl', 'typey', 'chunk', 'yests', 'teary')"
retry,"('culch', 'tosed', 'empty', 'kibbi', 'yente', 'teary')"
retry,"('choil', 'tsked', 'empty', 'bongs', 'yente', 'teary')"
revue,"('hotch', 'vairy', 'umbre', 'idyls', 'vexes', 'venue')"
revue,"('cwtch', 'vairs', 'emove', 'flyby', 'vexed', 'venue')"
revue,"('kicky', 'volet', 'upsee', 'gamba', 'vexed', 'venue')"
ridge,"('patch', 'eyers', 'dobie', 'fluff', 'dived', 'dinge')"
ridge,"('jaffa', 'duvet', 'doxie', 'tusks', 'dikey', 'dinge')"
ridge,"('putty', 'dwarf', 'dobie', 'caboc', 'eilds', 'dinge')"
rifle,"('vutty', 'izard', 'fogie', 'snood', 'lines', 'fille')"
rifle,"('mamma', 'indew', 'locie', 'gyppy', 'fives', 'fille')"
rifle,"('yacca', 'ettin', 'loure', 'stunk', 'fives', 'fille')"
rinse,"('ghyll', 'saved', 'spore', 'bucku', 'sites', 'nisse')"
rinse,"('mooly', 'spaed', 'skene', 'buchu', 'sixes', 'nisse')"
rinse,"('buchu', 'impro', 'seare', 'xylyl', 'nided', 'nisse')"
risen,"('yummy', 'stoit', 'sharn', 'gyoza', 'signs', 'silen')"
risen,"('hyphy', 'sturt', 'scorn', 'jumby', 'signa', 'silen')"
risen,"('fubby', 'imari', 'sozin', 'cwtch', 'eigne', 'silen')"
risky,"('feaze', 'sturt', 'ivory', 'fauld', 'sibyl', 'sinky')"
risky,"('phpht', 'squid', 'scary', 'leuch', 'kiore', 'silky')"
risky,"('cheth', 'squiz', 'snary', 'alowe', 'kiosk', 'silky')"
rival,"('hyphy', 'axoid', 'aumil', 'steme', 'aisle', 'vital')"
rival,"('khuds', 'amnic', 'vexil', 'gyppy', 'aioli', 'vital')"
rival,"('cwtch', 'loord', 'aumil', 'feces', 'aiery', 'vinal')"
rocky,"('jebel', 'yupon', 'ovary', 'vague', 'coirs', 'cooky')"
rocky,"('badge', 'chirm', 'clary', 'aspis', 'coure', 'conky')"
rocky,"('phpht', 'yfere', 'kaury', 'hains', 'coirs', 'cooky')"
roger,"('lucid', 'every', 'gator', 'zincy', 'goors', 'gomer')"
roger,"('album', 'estoc', 'ephor', 'vivid', 'goory', 'goner')"
roger,"('xylyl', 'etage', 'ephor', 'jinns', 'gourd', 'gomer')"
rover,"('gulph', 'enjoy', 'visor', 'takky', 'voars', 'vower')"
rover,"('bumph', 'enjoy', 'valor', 'playa', 'voars', 'voter')"
rover,"('fluff', 'ephod', 'vigor', 'intil', 'voars', 'voter')"
rowdy,"('bucku', 'whirr', 'otary', 'exeme', 'doors', 'woody')"
rowdy,"('phpht', 'ombre', 'dairy', 'capiz', 'yours', 'woody')"
rowdy,"('ictic', 'yupon', 'weary', 'stamp', 'dobro', 'woody')"
rumor,"('gilpy', 'oxers', 'odour', 'wanna', 'outro', 'mucor')"
rumor,"('phpht', 'ulema', 'odour', 'gynny', 'muirs', 'mucor')"
rumor,"('gynny', 'opera', 'odour', 'attic', 'muirs', 'mucor')"
rusty,"('blink', 'thoro', 'updry', 'newie', 'tugra', 'suety')"
rusty,"('flown', 'uhuru', 'tipsy', 'hovel', 'tugra', 'suety')"
rusty,"('ancho', 'thoro', 'tipsy', 'honed', 'tugra', 'suety')"
sadly,"('motto', 'decaf', 'drusy', 'mucic', 'laksa', 'daily')"
sadly,"('porno', 'amass', 'decay', 'hight', 'laksa', 'dally')"
sadly,"('renne', 'douar', 'antsy', 'thick', 'lapse', 'daily')"
safer,"('duppy', 'rotan', 'embar', 'villi', 'eagre', 'facer')"
safer,"('ohmic', 'fubsy', 'friar', 'unkid', 'fatso', 'faver')"
safer,"('lotto', 'embay', 'friar', 'hunch', 'eagre', 'fader')"
sally,"('recti', 'leish', 'lousy', 'deice', 'laksa', 'laxly')"
sally,"('jugum', 'aviso', 'antsy', 'metro', 'lapse', 'laxly')"
sally,"('ngwee', 'ydrad', 'lousy', 'fitch', 'laksa', 'laxly')"
salsa,"('houff', 'ayelp', 'agila', 'rover', 'lazar', 'laksa')"
salsa,"('crout', 'ajwan', 'agila', 'yexed', 'lahal', 'laksa')"
salsa,"('found', 'arear', 'agila', 'fungi', 'latah', 'laksa')"
salty,"('forum', 'argle', 'lousy', 'runic', 'tabla', 'laity')"
salty,"('debur', 'logan', 'amply', 'fuzed', 'laksa', 'laity')"
salty,"('bucku', 'thraw', 'today', 'coden', 'lapse', 'laity')"
salvo,"('chirr', 'amply', 'anglo', 'butut', 'laksa', 'laevo')"
salvo,"('hudud', 'ariot', 'anglo', 'emmew', 'laksa', 'laevo')"
salvo,"('mythi', 'arroz', 'anglo', 'chert', 'laksa', 'laevo')"
saner,"('butoh', 'award', 'eggar', 'xylyl', 'naira', 'naker')"
saner,"('bobol', 'expat', 'eggar', 'chuff', 'rainy', 'naker')"
saner,"('photo', 'afara', 'eggar', 'xylyl', 'nairu', 'namer')"
satin,"('hyphy', 'ileac', 'toran', 'oleum', 'taunt', 'tamin')"
satin,"('gyppy', 'aceta', 'tolan', 'coble', 'taunt', 'takin')"
satin,"('eloge', 'touse', 'ingan', 'gybed', 'tawny', 'takin')"
savor,"('thump', 'reran', 'vicar', 'penni', 'vairy', 'valor')"
savor,"('gummy', 'antra', 'vicar', 'wicky', 'vaire', 'valor')"
savor,"('pygmy', 'azurn', 'vicar', 'clipe', 'raise', 'valor')"
scald,"('jugum', 'crest', 'cycad', 'jewie', 'acidy', 'acold')"
scald,"('butut', 'dress', 'cycad', 'fixer', 'acidy', 'acold')"
scald,"('thump', 'debar', 'cycad', 'oxeye', 'acidy', 'acold')"
score,"('pzazz', 'cluey', 'rinse', 'aging', 'octet', 'ochre')"
score,"('madid', 'riley', 'cause', 'mania', 'octet', 'ochre')"
score,"('yakka', 'cimex', 'reuse', 'nihil', 'octet', 'ochre')"
sedan,"('cruft', 'ebony', 'dizen', 'hilly', 'neese', 'dewan')"
sedan,"('kombu', 'allee', 'arpen', 'lough', 'neist', 'dewan')"
sedan,"('vouch', 'eking', 'arpen', 'chuck', 'needy', 'deman')"
sense,"('vuggy', 'named', 'ethne', 'brook', 'newel', 'neese')"
sense,"('butch', 'naker', 'exine', 'gyppo', 'newed', 'neese')"
